name,city,state,identifier,rating,address,material,designer,builder,opened,hours,size,notes,info,helmet,lights,photo_cred,photo_url,video_url,num_pics,obstacles
miller park,florence,oregon,florenceor,4,"1620 18th St, Florence, OR 97439",concrete,airspeed skateparks,airspeed skateparks,2004,,12000,,,,,,,,,
lincoln park,forest grove,oregon,forest grove,3,"2725 Main St, Forest Grove, OR 97116",concrete,site design,,2004,9am - One Hour After Dusk,18000,,,,,,,,,
bullfrog skate park,gold beach,oregon,gold beach,3,"29745 Ellensburg Ave, Gold Beach, OR 97444",concrete,liquid stone designs,liquid stone designs,,,25000,,,,,,,,,
,gold hill,oregon,gold hill,3,"14745 Sams Valley Hwy, Gold Hill, OR 97525",concrete,dreamland,dreamland,2013,,4450,,,,,,,,,
,grants pass,oregon,grants pass,3,"820 SE M St, Grants Pass, OR 97526",concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2001,7:30am - 10pm,21000,,,,,,,,,
main ciy skatepark,gresham,oregon,gresham,3,"219 S Main Ave, Gresham, OR 97080",concrete,dreamland,dreamland,2009,,6660,,,,yes,,,,,
,gresham,oregon,gresham2,2,"311 NE 194th Ave, Gresham, OR 97230",concrete,,,1996,,2800,,,,,,,,,
,happy valley,oregon,happy valley,3,"13770 SE Ridgecrest Rd, Happy Valley, OR 97086",concrete,evergreen,evergreen,2013,,4500,,,,,,,,,
,harrisburg,oregon,harrisburg,3,"530 Smith St, Harrisburg, OR 97446",concrete,dreamland,dreamland,2008,,10000,,BMXers have damaged much of the coping,,yes,,,,,
,hermiston,oregon,hermiston,3,"595 S 1St St, Hermiston, OR 97838",concrete,dreamland,dreamland,,,,,,,,,,,,
reedville park,hillsboro,oregon,hillsboro,2,"SW Cornelius Pass Rd & SW Rock Rd, Hillsboro, OR 97123",concrete,site design,corp inc,,,12000,,,,,,,,,
,hood river,oregon,hood river,5,"Wasco Ave & N 20th St, Hood River, OR 97031",concrete,dreamland,dreamland,2002,,,,,,,,,,,
barendse park,hubbard,oregon,hubbard,1,"5th St & Kari Ln, Hubbard, OR 97032",prefabricated ramps,,,2002,,3000,,,,,,,,,
don baxter skatepark,irrigon,oregon,irrigon,4,"Main Ave & 6th St NE, Irrigon, OR 97844",concrete,grindline,grindline,2007,,8000,,,,yes,,,,,
,jacksonvile,oregon,jacksonvile,4,"225 W D St, Jacksonville, OR 97530",concrete,grindline,grindline,,,,,,,,,,,,
smokey gibson memorial park,john day,oregon,john day,2,"NE 7th Ave & Well Rd, John Day, OR 97845",prefabricated ramps,,,2007,,6000,,,,,,,,,
,junction city,oregon,junction city,3,"1515 Laurel St, Junction City, OR 97448",concrete,,,2012,,1500,,,,,,,,,
carlson skatepark,keizer,oregon,keizer,3,"Rickman Rd NE & Hyson Ct NE, Keizer Or, 97303",concrete,city/labor union,union labor,1999,,21600,,,,,,,,,
,klamath falls,oregon,klamath falls,5,"4500 Foothills Blvd, Klamath Falls, OR 97603",concrete,dreamland,dreamland,2003,,22000,,,,,,,,6,
pioneer park,lagrande,oregon,lagrande,3,"Oak St & Palmer Ave, La Grande, OR 97850",concrete,,corp inc,,,15000,,,,,,,,,
kirtsis skatepark,lincoln city,oregon,lincoln city,5,"Ne 23rd St, Lincoln City, OR 97367",concrete,dreamland,dreamland,,,2000,,,,,,,,,
,madras,oregon,madras,3,"SW H St & SW Marshall St, Madras, OR 97741",concrete,dreamland,dreamland,2005,,10000,,,,,,,,,
joe dancer park,mcminnville,oregon,mcminnville,4,"1650 SE Brooks St, Mcminnville, OR 97128",concrete,dreamland,dreamland,2005,Dawn - Dusk,7500,,,,,,,,,
bear creek saktepark,medford,oregon,medford,3,"646 Highland Dr, Medford, OR 97504",concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2000,,24000,,,,,,,,,
,milton freewater,oregon,milton freewater,2,"870 Robbins St, Milton-Freewater, OR 97862",concrete,dreamland,dreamland,2004,,1900,,,,yes,,,,,
,molalla,oregon,molalla,2,"209 Kennel St, Molalla, OR 97038",concrete,selena de la cruz & army corp of engineers,selena de la cruz & army corp of engineers,,,7600,,,,,,,,,
,monmouth (independence),oregon,monmouth/independence,2,"1500 Monmouth Independence Hwy, Monmouth, OR 97361",wood/masonite,volunteers & community,,2002,1 Hour Before Dawn - 1 Hour After Dusk,4000,,,,,,,,,
millsite park,myrtle creek,oregon,myrtle creek,4,"235 NE Rice St, Myrtle Creek, OR 97457",concrete,grindline,grindline,2008,,8500,,,,,,,,,
,myrtle point,oregon,myrtle point,3,"Spruce St & 1st St, Myrtle Point, OR 97458",concrete,eric dawkins & crow clay & associates,upper valley builders,2001,,10000,,,,,,,,,
,nehalem,oregon,nehalem,,"36155 9th St, Nehalem, OR 97131",wood/masonite,,,,,2000,,,,,,,,,
ewing young park,newburg,oregon,newburg,5,"1201 S Blaine St, Newberg ,Or 97132",concrete,dreamland,dreamland,2000,Dawn - Dusk,29000,,,,,,,,,
,newport,oregon,newport,3,"654 NW High St, Newport, OR 97365",concrete,airspeed skateparks,airspeed skateparks,,,6500,,,,,,,,,
wayne c king memorial skatepark,ontario,oregon,ontario,2,"SW 4th Ave & SW 7th St, Ontario, OR 97914",prefabricated ramps,,,,,,,,,,,,,,
clackamette skatepark,oregon city,oregon,Oregon city,2,"1955 Clackamette Dr, Oregon City, OR 97045",concrete,purkiss rose,robert johnson,2001,,10000,,,,,,,,,
rudy rada skatepark,pendleton,oregon,pendleton,4,"OR-37 & Westgate, OR 97801",concrete,dreamland,dreamland,2008,,11000,,,,yes,,,,,
,philomath,oregon,philomath,2,"227 S 23Rd St, Philomath, OR 97370",concrete,,,2005,,6000,,,,,,,,,
buffington park,port orford,oregon,port orford,3,"Lakeshore Dr & Hamlet Pl, Port Orford, OR 97465",concrete,dreamland,dreamland,2002,,6200,,,,,,,,,
alberta/khunamokwst skate spot,portland,oregon,portland,3,"52nd & NE Alberta, Portland, OR 97218",concrete,evergreen,evergreen,2015,,,,,,,,,,,
burnside,portland,oregon,portland3,5,"30 NE 2nd Ave, Portland, OR 97232",concrete,,,1993,,,,,,,,,,,
ed benedict skate plaza,portland,oregon,portland4,3,"Se Powell Blvd & Se 102nd Ave, Portland, OR 97204",concrete,new line skateparks,california skateparks,,,16000,,,,,,,,,
gabriel park,portland,oregon,portland5,3,"SW Nevada St & SW 45th Ave, Portland, OR 97219",concrete,airspeed skateparks,airspeed skateparks,,,10000,,,,,,,,,
glenhaven,portland,oregon,portland6,4,"2735 NE 82nd Ave, Portland, OR 97220",concrete,dreamland,dreamland,2007,,11200,,,,,,,,,
holly farm,portland,oregon,portland7,3,"SW Capitol Hwy & SW Comus St, Portland, OR 97219",concrete,dreamland,dreamland,2007,,2800,,,,,,,,,
pier park,portland,oregon,portland9,4,"N Hudson St & N Bruce Ave, Portland, OR 97203",concrete,dreamland,dreamland,2006,,11070,,,,,,,,,
commonwealth skatepark,portland,oregon,portland10,3,"1425 SE 20th Ave, Portland, OR 97214",concrete,evergreen,evergreen,2011,,,,"This is a private, indoor skatepark. There are designated session times, it costs money to skate, and a helmet/pads may be required.",,,,,,,
,prineville,oregon,prineville,1,"440 NE Juniper St, Prineville, OR 97754",steel ramps,,,,,3000,,,,,,,,,
,rainier,oregon,rainier,1,"W A St & Veterans Way, Rainier, OR 97048",prefabricated ramps,,,,,3000,,,,,,,,,
,redmond,oregon,redmond,4,"W Antler Ave & SW 15th St, Redmond, OR 97756",concrete,dreamland,dreamland,2001,,8000,,,,,,,,,
,reedsport,oregon,reedsport,4,"Elm Ave & S 21st St, Reedsport, OR 97467",concrete,airspeed skateparks,airspeed skateparks,2003,Dawn - Dusk,13000,,,,,,,,,
stewart park,roseburg,oregon,roseburg,3,"Duck Pond St, Roseburg, OR 97471",concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2000,,8000,,Located behind the Fred Meyer and the end of Duck Pond St.,,,,,,,
marion square park,salem,oregon,salem,2,"235 Union St NE, Salem, OR 97301",concrete,,,,,,,,,,,,,,
,sandy,oregon,sandy,2,"Hood St & SE Meinig Ave, Sandy, OR 97055",concrete,city of sandy,stagl construction & carlson construction,2000,Dawn - Dusk,10000,,,,,,,,,
,scappoose,oregon,scappoose,1,"E Columbia Ave & NE 1st St, Scappoose, OR 97056",concrete,buzzy morales & the army corps of engineers,buzzy morales & the army corps of engineers,1999,,2000,,,,,,,,,
skate 'n' ride park,seaside,oregon,seaside,3,"1140 Broadway St, Seaside, OR 97138",concrete,placed to ride,placed to ride,2007,,11000,,,,,,,,,
wayne potter memorial skatepark,sheridan,oregon,sheridan,2,"NE Yamhill St & NE Elm St, Sheridan, OR 97378",concrete,,,1997,,10000,,,,,,,,,
,siletz,oregon,siletz,3,"484 SW Swan Ave, Siletz, OR 97380",concrete,lrm & associates,alltech,2002,,10000,,,,,,,,,
,silverton,oregon,silverton,4,"741 W Main St, Silverton, OR 97381",concrete,dreamland,dreamland,2013,,8500,,,,,,,,,
,sisters,oregon,sisters,4,"Mckenzie Hwy & Mckinney Butte Rd, Sisters, OR 97759",concrete,liquid stone designs,,2013,,,,"The skatepark is located on McKinney Butte Rd, east of the high school and behind the parks and recreation building.",,,,,,,
willamalane skatepark,springfield,oregon,springfield,2,"1276 G St, Springfield, OR 97477",concrete,purkiss rose,,2003,,11500,,,,,,,,,
mccormick park,st helens,oregon,st helens,2,"375 S 18th St, St Helens, OR 97051",concrete,tony gembeck,tony gembeck,1999,,12000,,,,,,,,,
,sweet home,oregon,sweet home,1,1920 Long St Sweet Home Or 97386,prefabricated ramps,,,,,,,,,,,,,,
old town skatepark,talent,oregon,talent,3,"E Main St & John St, Talent, OR 97540",concrete,airspeed skateparks,airspeed skateparks,1998,,12000,,,,,,,,,
thompson park,the dalles,oregon,the dalles,3,"602 W 2nd St, The Dalles, OR 97058",concrete,spohn ranch,spohn ranch,2011,,7500,,,,,,,,,
jim griffith memorial skatepark,tigard,oregon,tigard,4,"13125 SE Hall Blvd, Tigard, OR 97223",concrete,dreamland,dreamland,2007,Dawn - Dusk,15000,,,,,,,,,
,toledo,oregon,toledo,3,"NW A St & NW 7th St, Toledo, OR 97391",concrete,airspeed skateparks,airspeed skateparks,,,10000,,,,,,,,,
,tualatin,oregon,tualatin,3,"8515 SW Tualatin Rd, Tualatin, OR 97062",concrete,purkiss rose,,,,,,,,,,,,,
territorial park,veneta,oregon,veneta,3,"Territorial Rd & Hunter Rd, Veneta, OR 97487",concrete,,,2002,,8000,,,,,,,,,
,waldport,oregon,waldport,3,"1551 S Crestline Dr, Waldport, OR 97394",concrete,airspeed skateparks,airspeed skateparks,2003,,6500,,,,,,,,,
robinwood,west linn,oregon,west linn,1,"3999 Fairview Way, West Linn, OR 97068",concrete,placed to ride,,,,,,,,,,,,,
,west linn,oregon,west linn2,5,"Parker Rd & Wild Rose Dr, West Linn, OR 97068",concrete,grindline,grindline,2002,,14000,,,,,,,,,
,white city,oregon,white city,3,"7800 Division Rd, White City, OR 97503",concrete,eric dawkins & great american skateparks,eric dawkins & great american skateparks,2004,,,,,,,,,,,
oaken hills memorial park,willamina,oregon,willamina,1,"410 NE 3rd St, Willamina, OR 97396",prefabricated ramps,,,,,3000,,,,,,,,,
,wilsonville,oregon,wilsonville,1,"8100 SW Wilsonville Rd, Wilsonville, OR 97070",prefabricated ramps,,,1999,,6000,,,,,,,,,
riverbend park,winston,oregon,winston,4,"245 Thompson Ave, Winston, OR 97496",concrete,dreamland,dreamland,2009,,11000,,,,,,,,,
richard jennings skatepark,woodburn,oregon,woodburn,3,"485 S Settlemier Ave, Woodburn, OR 97071",concrete,purkiss rose,corp inc,2003,,12000,,,,,,,,,
aberdeen skatepark,aberdeen,washington,aberdeen,2,"S Dewey St & E Perry St, Aberdeen, WA 98520",concrete,,,,Dawn - Dusk,,,,,,,,,,
airway heights skatepark,airway heights,washington,airway heights,1,"S Lawson St & 8th Ave, Airway Heights, WA 99001",prefabricated ramps,,,,,,,,,,,,,,
ben root satepark,anacortes,washington,anacortes,2,"R Ave & 23rd St Anacortes, WA 98221",concrete,,,,,,,,,,,,,,
arlington skatepark,arlington,washington,arlington,4,"6000 188th St NE, Arlington, WA 98223",concrete,grindline,grindline,2005,,8500,,,,,,,,,
auburn skatepark,auburn,washington,auburnwa,2,"J St NE & 28th St NE, Auburn, WA 98002",concrete,,,1999,,,,,,,,,,,
sunset park,auburn,washington,auburnwa2,2,"69th St SE & Lakeland Hills Way, Auburn, WA 98092",prefabricated ramps,,,,,,,,,,,,,,
muckleshoot reservation skatepark,auburn,washington,auburnwa3,4,"172Nd Ave SE & SE 392nd St , Auburn, WA 98092",concrete,grindline,grindline,2011,,7000,,,,,,,,,
bainbridge island skatepark,bainbridge island,washington,bainbridge island,4,"7666 High School Rd NE, Bainbridge Island, WA 98110",concrete,grindline,grindline,2001,,12000,,,,,,,,,
battleground park,battle ground,washington,battle ground,5,"912 E Main St, Battle Ground, WA 98604",concrete,dreamland/grindline,dreamland/grindline,2005,5am - 11pm,27000,,,,yes,,,,,
bellevue indoor skatepark,bellevue,washington,bellevue,2,"14224 Bel-Red Rd, Bellevue, WA 98007",wood/masonite,,,,"This is a private, indoor skatepark.  It costs money to skate and a helmet/pads are required.",,,,,,,,,,
crossroads park,bellevue,washington,bellevue2,4,"16000 NE 10th St, Bellevue, WA 98008",concrete,grindline,grindline,2006,,5000,,,,,,,,,
highland center skate plaza,bellevue,washington,bellevue3,4,"14230 NE 20th Pl, Bellevue, WA 98007",concrete,grindline,grindline,2008,,15000,,,,,,,,,
lakemont skate court,bellevue,washington,bellevue4,2,"5000 Village Park Dr SE, Bellevue, WA 98006",concrete,,,,,,,The skatepark is located on the other side of a field in Lakemont Park off of Village Park Dr SE. ,,,,,,,
bellingham skatepark,bellingham,washington,bellingham,4,"1340 Puget St, Bellingham, WA 98229",concrete,dreamland/grindline,dreamland/grindline,2004,,10000,,,,,,,,,
daubenspeck park,bingen,washington,bingen,4,"413 W Humboldt St, Bingen, WA 98605",concrete,grindline,grindline,2011,5am - 10pm,6000,,,,,,,,,
black diamond skatepark,black diamond,washington,black diamond,2,"Railroad Ave & Park St, Black Diamond, WA 98010",prefabricated ramps,,,,9am - Dusk,,,,,,,,,,
blaine skatepark,blaine,washington,blaine,2,"635 4th St, Blaine, WA 98230",prefabricated ramps,,,,,,,,,,,,,,
bonney lake skatepark,bonney lake,washington,bonney lake,2,"W Tapps Hwy E & Bonney Lake Blvd, Bonney Lake, WA 98391",concrete,,,,,,,,,,,,,,
bremerton skatepark,bremerton,washington,bremerton,2,"1950 Homer Jones Dr, Bremerton, WA 98310",concrete,miles yanik & company,tom sahli construction,2005,,10000,,,,,,,,,
naval base bremerton skatepark,bremerton,washington,bremerton2,2,"C Lot, Bremerton, WA 98337",prefabricated ramps,,,,Dawn - Dusk,,,This park may not be open to the public,,,,,,,
brier skatepark,lynnwood (brier),washington,lynnwood,2,"228th St SW & 25th Ave W, Lynnwood, WA 98036",concrete,,,,,,,,,,,,,,
skatepark,buckley,washington,buckley,2,"251 River Ave, Buckley, WA 98321",prefabricated ramps,,,,,,,,,,,,,,
burien skatepark,burien,washington,burien,3,"4th Ave SW & SW 146th St, Burien, WA 98166",concrete,purkiss rose,,,8am - Dusk,,,,,,,,,,
burlington skatepark,burlington,washington,burlington,2,"871 S Section St, Burlington, WA 98233",concrete,,,,8am - Dusk,,,,,,,,,,
camas/washougal skatepark,camas,washington,camas,,,,,,,,12500,,,,,,,,,
carnation skatepark,carnation,washington,carnation,4,"3740 Tolt Ave, Carnation, WA 98014",concrete,grindline,grindline,2004,,5000,,"The skatepark is located in the south side of Valley Memorial Park, just north of Tolt Middle School",,,,,,,
,castle rock,washington,castle rock,,,,,,,,,,,,,,,,,
fuller's twin city skate park,centralia,washington,centralia,,,,,,,,,,,,,,,,,
skatepark,chehalis,washington,chehalis,,,,,,,,,,,,,,,,,
chelan skatepark,chelan,washington,chelan,,,,,,,,,,,,,,,,,
chewelah skatepark,chewalah,washington,chewalah,,,,,,,,,,,,,,,,,
clarkston skatepark,clarkston,washington,clarkston,,,,,,,,,,,,,,,,,
cle elum skatepark,cle elum,washington,cle elum,,,,,,,,,,,,,,,,,
colfax skate park,colfax,washington,colfax,,,,,,,,,,,,,,,,,
164th avenue skate court,covington,washington,covington,,,,,,,,,,,,,,,,,
skatepark,cusick,washington,cusick,4,"170 S 1st Ave, Cusick, WA 99119",concrete,dreamland,dreamland,2006,,9000,,,,,,,,,
deer park,deer park,washington,deer park,,,,,,,,,,,,,,,,,
des moines skatepark,des moines,washington,des moines,,,,,,,,,,,,,,,,,
duvall skatepark,duvall,washington,duvall,3,"28460 NE Big Rock Rd, Duvall, WA 98019",concrete,grindline,grindline,2007,Dawn - Dusk,6000,,,,,,,,,
friendly grove skate court,east olympia,washington,east olympia,,,,,,,,,,,,,,,,,
kenroy skatepark,east wenatchee,washington,east wenatchee,,,,,,,,,,,,,,,,,
eatonville skatepark,eatonville,washington,eatonville,,,,,,,,,,,,,,,,,
edmonds skatepark,edmonds,washington,edmonds,,,,,,,,,,,,,,,,,
ellensburg skatepark,ellensburg,washington,ellensburg,,,,,,,,,,,,,,,,,
enumclaw skatepark,enumclaw,washington,enumclaw,,,,,,,,,,,,,,,,,
ephrata skatepark,ephrata,washington,ephrata,,,,,,,,,,,,,,,,,
the garage skatepark,everett,washington,everett,,,,,,,,,,,,,,,,,
walter e hall park,everett,washington,everett,,,,,,,,,,,,,,,,,
wiggum's hollow park,everett,washington,everett,3,"2600 10th St, Everett, WA 98201",concrete,grindline,grindline,2007,10am - Dusk,7000,,,,,,,,,
,fairfield,washington,fairfield,,,,,,,,,,,,,,,,,
federal way skatepark,federal way,washington,federal way,,,,,,,,,,,,,,,,,
steel lake skatepark,federal way,washington,federal way2,,,,,,,,,,,,,,,,,
city of forks skatepark,forks,washington,forks,3,"437 Tillicum Ln, Forks, WA 98331",concrete,grindline,grindline,2008,,4000,,,,,,,,,
fort lewis skatepark,fort lewis,washington,fort lewis,,,,,,,,,,,,,,,,,
mount rainier skate plaza,fort lewis,washington,fort lewis2,,,,,,,,,,,,,,,,,
friday harbor skatepark,friday harbor,washington,friday harbor,,,,,,,,,,,,,,,,,
daddyo's board room,gig harbor,washington,gig harbor,,,,,,,,,,,,,,,,,
gig harbor skatepark,gig harbor,washington,gig harbor2,,,,,,,,,,,,,,,,,
ekone park,goldendale,washington,goldendale,,,,,,,,,,,,,,,,,
,gran coulee,washington,gran coulee,,,,,,,,,,,,,,,,,
hoquiam skatepark,hoquiam,washington,hoquiam,3,"494 W Emerson Ave, Hoquiam, WA 98550",concrete,dreamland,dreamland,2500,8am - 10pm,2010,,,,,,,,,
issaquah skatepark,issaquah,washington,issaquah,,,,,,,,,,,,,,,,,
,kelso,washington,kelso,4,"1400 Burcham St, Kelso, WA 98626",concrete,grindline,grindline,2008,,12000,,,,,,,,,
kenmore public skatepark,kenmore,washington,kenmore,,,concrete,grindline,grindline,,,,,,,,,,,,
kennewick skatepark,kennewick,washington,kennewick,,,,,,,,,,,,,,,,,
west hill skate park,kent,washington,kent,,"42nd Ave S & S Reith Rd, Kent, WA 98032",,,,,,,,,,,,,,,
kent lions skatepark,kent,washington,kent3,2,W Smith & Interurban Trail Kent Wa,concrete,purkiss rose,,,Dawn - Dusk,,,,,,,,,,
arbor heights 360 park,kent,washington,kent2,4,"24055 116th Ave Se, Kent, WA 98030",concrete,grindline,grindline,2003,,17000,,,,,,,,,
kettle falls skate park,kettle falls,washington,kettle falls,4,"660 Meyers St, Kettle Falls, WA 99141",concrete,grindline,grindline,2007,,3800,,,,,,,,,
kingston skatepark,kingston,washington,kingston,,,,,,,,,,,,,,,,,
kirkland skatepark,kirkland,washington,kirkland,,,,,,,,,,,,,,,,,
,la center,washington,la center,3,"1000 NE Lockwood Creek Rd, La Center, WA 98629",concrete,dreamland,dreamland,2013,,2900,,,,,,,,,
laconner swinomish skate park,la conner,washington,la conner,3,"399 N 6th St, La Conner, WA 98257",concrete,grindline,grindline,2011,8am - Dusk,5000,,,,,,,,,
rainer vista skatepark,lacey,washington,lacey,,,,,,,,,,,,,,,,,
lakewood skatepark,lakewood,washington,lakewood,,,,,,,,,,,,,,,,,
south whidbey skate park,langley,washington,langley,,,,,,,,,,,,,,,,,
leavenworth skatepark,leavenworth,washington,leavenworth,4,"10190 Chumstick Hwy, Leavenworth, WA 98826",concrete,grindline,grindline,2004,,6000,,,,,,,,,
liberty lake skatepark,liberty lake,washington,liberty lake,,,,,,,,,,,,,,,,,
,longbeach,washington,longbeach,,,,,,,,,,,,,,,,,
longview skatepark,longview,washington,longview,3,"Douglas St & 28th Ave, Longview, WA 98632",concrete,grindline,grindline,2004,,10000,,,,,,,,,
lopez island skatepark,lopez island,washington,lopez island,,,,,,,,,,,,,,,,,
,lyle,washington,lyle,,,,,,,,,,,,,,,,,
lynndale skatepark,lynnwood,washington,lynnwood,,,,,,,,,,,,,,,,,
martha lake airport skatepark,lynnwood,washington,lynnwood2,,,,,,,,,,,,,,,,,
maple valley skatepark,maple valley,washington,maple valley,,,,,,,,,,,,,,,,,
marysville skatepark,marysville,washington,marysville,,,,,,,,,,,,,,,,,
,mccleary,washington,mccleary,,,,,,,,,,,,,,,,,
mercer island skatepark,mercer island,washington,unknown,,,,,,,,,,,,,,,,,
,mill creek,washington,mill creek,,,,,,,,,,,,,,,,,
milltown commons skatepark,milton,washington,milton,4,"Milton Way & 23rd Ave, Milton, WA 98354",concrete,grindline,grindline,2004,,11000,,,,,,,,,
monroe board & blade park,monroe,washington,monroe,,,,,,,,,,,,,,,,,
mortan skatepark,morton,washington,morton,,,,,,,,,,,,,,,,,
moses lake skatepark,moses lake,washington,moses lake,,,,,,,,,,,,,,,,,
skatepark,mount vernon,washington,mount vernon,,,,,,,,,,,,,,,,,
mukilteo ymca skate park,mukilteo,washington,mukilteo,4,"10601 47th Place W, Mukilteo, WA 98275",concrete,grindline,grindline,2004,,20000,,"This is a private skatepark.  It costs money to skate, session times are regulated, and a helmet/pads are required.",,,,,,,
newport community park,newport,washington,newport,,,,,,,,,,,,,,,,,
north bend skatepark,north bend,washington,north bend,,,,,,,,,,,,,,,,,
oak harbor skatepark,oak harbor,washington,oak harbor,,,,,,,,,,,,,,,,,
,oak harbor,washington,oak harbor,,,,,,,,,,,,,,,,,
olympia skatepark,olympia,washington,olympia,,,,,,,,,,,,,,,,,
omak skatepark,omak,washington,omak,,,,,,,,,,,,,,,,,
scott stamnes memorial skatepark,orcas island,washington,orcas island,5,"600 Mt Baker Rd, Eastsound, WA 98245",concrete,grindline,grindline,2001,,10000,,,,,,,,,
port angeles skatepark,port angeles,washington,port angeles,4,"280 S Race St, Port Angeles, WA 98362",concrete,dreamland,dreamland,2005,8am - Dusk,10000,,,,,,,,,
impact skate park,port orchard,washington,port orchard,,,,,,,,,,,,,,,,,
impact skate shop & park,port orchard,washington,port orchard2,,,,,,,,,,,,,,,,,
south kitsap skatepark,port orchard,washington,port orchard3,4,"3261 Chase Rd SE, Port Orchard, WA 98366",concrete,grindline,grindline,2013,,15000,,,,,,,,,
city of port townsend skatepark,port townsend,washington,port townsend,4,"Monroe St & Jefferson St, Port Townsend, WA 98368",concrete,dreamland,dreamland,2005,8am - Dusk,11000,,,,,,,,,
raab park,poulsbo,washington,poulsbo,,,,,,,,,,,,,,,,,
ej miller park,prosser,washington,prosser,3,"927 S Kinney Way, Prosser, WA 99354",concrete,grindline,grindline,2006,,3600,,,,,,,,,
spring st skate park,pullman,washington,pullman,,,,,,,,,,,,,,,,,
puyallup skatepark,puyallup,washington,unknown,,,,,,,,,,,,,,,,,
quincy skate park,quincy,washington,quincy,,,,,,,,,,,,,,,,,
,raymond,washington,raymond,,,,,,,,,,,,,,,,,
redmond skatepark,redmond,washington,redmond,,,,,,,,,,,,,,,,,
renton skatepark,renton,washington,renton,,,,,,,,,,,,,,,,,
jeanette taylor skatepark,richland,washington,richland,4,"1175 Carondelet Dr, Richland, WA 99354",concrete,grindline,grindline,2004,,15000,,,,,,,,,
ridgefield park,ridgefield,washington,ridgefield,,,,,,,,,,,,,,,,,
sammamish commons,sammamish,washington,sammamish,,,,,,,,,,,,,,,,,
seatac community skate park,seatac,washington,unknown,,,,,,,,,,,,,,,,,
seatac skatepark,seatac,washington,seaTac,3,"13664 22nd Ave S, SeaTac, WA 98168",concrete,grindline,grindline,2013,,6000,,,,,,,,,
ballard commons bowl,seattle,washington,seattle,,,,,,,,,,,,,,,,,
roxhill park skatepark,seattle,washington,seattle10,3,"SW Barton St & 29th Ave SW, Seattle, WA 98126",concrete,grindline,grindline,2012,,10000,,,,,,,,,
seattle center skatepark,seattle,washington,seattle11,3,"195 Thomas St, Seattle, WA 98109",concrete,grindline,grindline,2011,,10000,,,,,,,,,
summit slope skatespot,seattle,washington,seattle12,,,,,,,,,,,,,,,,,
crown hill skatepark,seattle,washington,seattle2,3,"Holman Rd NW & 13th Ave Nw, Seattle, Washington",concrete,grindline,grindline,2011,,3000,,,,,,,,,
dahl skatespot,seattle,washington,seattle3,,,,,,,,,,,,,,,,,
delridge skatepark,seattle,washington,seattle4,4,"25th Ave SW & SW Genesee St , Seattle, WA 98116",concrete,grindline,grindline,2011,,13000,,,,,,,,,
jefferson park skatepark,seattle,washington,seattle5,4,"3601 Beacon Ave S, Seattle, WA 98144",concrete,grindline,grindline,2012,,14000,,,,,,,,,
judkins skatepark,seattle,washington,seattle6,4,"2155 S Judkins St, Seattle, WA 98144",concrete,grindline,grindline,2012,,10000,,,,,,,,,
lower woodland skatepark,seattle,washington,seattle7,,,,,,,,,,,,,,,,,
marginal way skatepark,seattle,washington,seattle8,,,,,,,,,,,,,,,,,
river city skatepark (southpark),seattle,washington,seattle9,,,,,,,,,,,,,,,,,
benefit park,seattle,washington,seattle13,4,"748 S Cloverdale St, Seattle, WA 98108",concrete,grindline,grindline,2008,,4000,,,,,,,,,
sedro woolly skate park,sedro woolley,washington,sedro woolley,,,,,,,,,,,,,,,,,
sedro-woolley community skate park,sedro woolley,washington,sedro woolley2,,,,,,,,,,,,,,,,,
selah skatepark,selah,washington,selah,,,,,,,,,,,,,,,,,
sequim skateboard park,sequim,washington,sequim,,,,,,,,,,,,,,,,,
,sequim,washington,sequim2,,,,,,,,,,,,,,,,,
shelton skatepark,shelton,washington,shelton,,,,,,,,,,,,,,,,,
paramount skatepark,shoreline,washington,shoreline,,,,,,,,,,,,,,,,,
island lake skate camp,silverdale,washington,silverdale,,,,,,,,,,,,,,,,,
silverdale skatepark,silverdale,washington,silverdale2,,,,,,,,,,,,,,,,,
snohomish skatepark,snohomish,washington,snohomish,,,,,,,,,,,,,,,,,
soap lake park,soap lake,washington,soap lake,,,,,,,,,,,,,,,,,
sprinker skatepark,spanaway,washington,spanaway,,,,,,,,,,,,,,,,,
hillyard skatepark,spokane,washington,spokane,4,"N Market St & Decatur Ave, Spokane, WA 99208",concrete,grindline,grindline,2003,,12000,,,,,,,,,
west side,spokane,washington,spokane2,,,,,,,,,,,,,,,,,
spokane valley ymca,spokane valley,washington,spokane valley,4,"2421 N Discovery Pl, Spokane Valley, WA 99216",concrete,grindline,grindline,2004,,8500,,,,,,,,,
peenickle skate park,stanwood,washington,stanwood,,,,,,,,,,,,,,,,,
sumner skatepark,sumner,washington,sumner,4,"5604 Graham Ave, Sumner, WA 98390",concrete,grindline,grindline,2001,,12500,,,,,,,,,
norpoint skatepark,tacoma,washington,tacoma,3,"4818 Nassau Ave NE, Tacoma, WA 98422",concrete,grindline,grindline,2009,,4500,,,,,,,,,
stewart heights park,tacoma,washington,tacoma2,,,,,,,,,,,,,,,,,
kandle park,tacoma,washington,tacoma5,3,"N 23rd St & N Bennett St, Tacoma, WA 98407",concrete,grindline,grindline,2012,,4000,,,,,,,,,
